tag3	tag1	name	autonym	source
tsr		Akei		iso639-3
tss		Taiwan Sign Language		iso639-3
tst		Tondi Songway Kiini		iso639-3
tsu		Tsou		iso639-3
tsv		Tsogo		iso639-3
tsw		Tsishingini		iso639-3
tsx		Mubami		iso639-3
tsy		Tebul Sign Language		iso639-3
tsz		Purepecha	P’urhepecha	iso639-3, ethnologue
tta		Tutelo		iso639-3
ttb		Gaa		iso639-3
ttc		Tektiteko	B’a’aj	iso639-3, ethnologue
ttd		Tauade		iso639-3
tte		Bwanabwana		iso639-3
ttf		Tuotomb		iso639-3
ttg		Tutong		iso639-3
tth		Upper Ta'oih		iso639-3
tti		Tobati		iso639-3
ttj		Tooro		iso639-3
ttk		Totoro		iso639-3
ttl		Totela		iso639-3
ttm		Northern Tutchone		iso639-3
ttn		Towei		iso639-3
tto		Lower Ta'oih		iso639-3
ttp		Tombelala		iso639-3
ttq		Tawallammat Tamajaq	Tamajaq	iso639-3, ethnologue
ttr		Tera		iso639-3
tts		Northeastern Thai	อีสาน‎ (Isan)	iso639-3, ethnologue
ttt		Muslim Tat		cldr
ttu		Torau		iso639-3
ttv		Titan		iso639-3
ttw		Long Wat		iso639-3
tty		Sikaritai		iso639-3
ttz		Tsum		iso639-3
tua		Wiarumus		iso639-3
tub		Tübatulabal		iso639-3
tuc		Mutu		iso639-3
tud		Tuxá		iso639-3
tue		Tuyuca		iso639-3
tuf		Central Tunebo		iso639-3
tug		Tunia		iso639-3
tuh		Taulil		iso639-3
tui		Tupuri		iso639-3
tuj		Tugutil		iso639-3
tul		Tula		iso639-3
tum		Tumbuka		cldr
tun		Tunica		iso639-3
tuo		Tucano		iso639-3
tuq		Tedaga		iso639-3
tus		Tuscarora		iso639-3
tuu		Tututni		iso639-3
tuv		Turkana		iso639-3
tux		Tuxináwa		iso639-3
tuy		Tugen		iso639-3
tuz		Turka		iso639-3
tva		Vaghua		iso639-3
tvd		Tsuvadi		iso639-3
tve		Te'un		iso639-3
tvk		Southeast Ambrym		iso639-3
tvl		Tuvalu		cldr
tvm		Tela-Masbuar		iso639-3
tvn		Tavoyan		iso639-3
tvo		Tidore		iso639-3
tvs		Taveta		iso639-3
tvt		Tutsa Naga		iso639-3
tvu		Tunen		iso639-3
tvw		Sedoa		iso639-3
tvy		Timor Pidgin		iso639-3
twa		Twana		iso639-3
twb		Western Tawbuid		iso639-3
twc		Teshenawa		iso639-3
twd		Twents		iso639-3
twe		Tewa (Indonesia)		iso639-3
twf		Northern Tiwa		iso639-3
twg		Tereweng		iso639-3
twh		Tai Dón		iso639-3
twl		Tawara		iso639-3
twm		Tawang Monpa		iso639-3
twn		Twendi		iso639-3
two		Tswapong		iso639-3
twp		Ere		iso639-3
twq		Tasawaq	Tasawaq senni	cldr
twr		Southwestern Tarahumara		iso639-3
twt		Turiwára		iso639-3
twu		Termanu		iso639-3
tww		Tuwari		iso639-3
twx		Tewe		iso639-3
twy		Tawoyan		iso639-3
txa		Tombonuo	Tangar nu Tombonuo	iso639-3, ethnologue
txb		Tokharian B		iso639-3
txc		Tsetsaut		iso639-3
txe		Totoli		iso639-3
txg		Tangut		iso639-3
txh		Thracian		iso639-3
txi		Ikpeng		iso639-3
txj		Tarjumo		iso639-3
txm		Tomini		iso639-3
txn		West Tarangan		iso639-3
txo		Toto		iso639-3
txq		Tii		iso639-3
txr		Tartessian		iso639-3
txs		Tonsea		iso639-3
txt		Citak		iso639-3
txu		Kayapó		iso639-3
txx		Tatana	Tatana	iso639-3, ethnologue
txy		Tanosy Malagasy		iso639-3
tya		Tauya		iso639-3
tye		Kyanga	Kyanga	iso639-3, ethnologue
tyh		O'du		iso639-3
tyi		Teke-Tsaayi		iso639-3
tyj		Tai Do		iso639-3
tyl		Thu Lao		iso639-3
tyn		Kombai		iso639-3
typ		Thaypan		iso639-3
tyr		Tai Daeng		iso639-3
tys		Tày Sa Pa		iso639-3
tyt		Tày Tac		iso639-3
tyu		Kua		iso639-3
tyv		Tuvinian	тыва‎ (tyva), тыва дыл‎ (tyva dyl)	cldr, ethnologue
tyx		Teke-Tyee		iso639-3
tyz		Tày		iso639-3
tza		Tanzanian Sign Language		iso639-3
tzh		Tzeltal	Bats’il k’op	iso639-3, ethnologue
tzj		Tz'utujil		iso639-3
tzl		Talossan		iso639-3
tzm		Central Atlas Tamazight	Tamaziɣt n laṭlaṣ	cldr
tzn		Tugun	Tugun	iso639-3, ethnologue
tzo		Tzotzil	Bats’i k’op	iso639-3, ethnologue
tzx		Tabriak		iso639-3
uam		Uamué		iso639-3
uan		Kuan		iso639-3
uar		Tairuma		iso639-3
uba		Ubang		iso639-3
ubi		Ubi		iso639-3
ubl		Buhi'non Bikol	Boie’nen, Buhi	iso639-3, ethnologue
ubr		Ubir		iso639-3
ubu		Umbu-Ungu		iso639-3
uby		Ubykh		iso639-3
uda		Uda		iso639-3
ude		Udihe		iso639-3
udg		Muduga		iso639-3
udi		Udi		iso639-3
udj		Ujir		iso639-3
udl		Wuzlam		iso639-3
udm		Udmurt		cldr
udu		Uduk	Twampa	iso639-3, ethnologue
ues		Kioko		iso639-3
ufi		Ufim		iso639-3
uga		Ugaritic		cldr
ugb		Kuku-Ugbanh		iso639-3
uge		Ughele		iso639-3
ugn		Ugandan Sign Language		iso639-3
ugo		Ugong		iso639-3
ugy		Uruguayan Sign Language		iso639-3
uha		Uhami		iso639-3
uhn		Damal		iso639-3
uis		Uisai		iso639-3
uiv		Iyive		iso639-3
uji		Tanjijili		iso639-3
uka		Kaburi		iso639-3
ukg		Ukuriguma		iso639-3
ukh		Ukhwejo		iso639-3
ukk		Muak Sa-aak	Muak Sa-aak	iso639-3, ethnologue
ukl		Ukrainian Sign Language		iso639-3
ukp		Ukpe-Bayobiri		iso639-3
ukq		Ukwa		iso639-3
uks		Urubú-Kaapor Sign Language		iso639-3
uku		Ukue		iso639-3
ukw		Ukwuani-Aboh-Ndoni		iso639-3
uky		Kuuk-Yak		iso639-3
ula		Fungwa		iso639-3
ulb		Ulukwumi		iso639-3
ulc		Ulch		iso639-3
ule		Lule		iso639-3
ulf		Usku		iso639-3
uli		Ulithian		iso639-3
ulk		Meriam		iso639-3
ull		Ullatan		iso639-3
ulm		Ulumanda'		iso639-3
uln		Unserdeutsch		iso639-3
ulu		Uma' Lung		iso639-3
ulw		Ulwa		iso639-3
uma		Umatilla		iso639-3
umb		Umbundu	Umbundu	cldr, ethnologue
umc		Marrucinian		iso639-3
umd		Umbindhamu		iso639-3
umg		Umbuygamu		iso639-3
umi		Ukit		iso639-3
umm		Umon		iso639-3
umn		Makyan Naga	Paungnyuan Naga	iso639-3, ethnologue
umo		Umotína		iso639-3
ump		Umpila		iso639-3
umr		Umbugarla		iso639-3
ums		Pendau		iso639-3
umu		Munsee		iso639-3
una		North Watut		iso639-3
und		Unknown language	und	cldr
une		Uneme		iso639-3
ung		Ngarinyin		iso639-3
unk		Enawené-Nawé		iso639-3
unm		Unami		iso639-3
unn		Kurnai		iso639-3
unr		Mundari		iso639-3
unu		Unubahe		iso639-3
unx		Munda		iso639-3
unz		Unde Kaili		iso639-3
upi		Umeda		iso639-3
upv		Uripiv-Wala-Rano-Atchin	Tirax	iso639-3, ethnologue
ura		Urarina		iso639-3
urb		Urubú-Kaapor		iso639-3
urc		Urningangg		iso639-3
ure		Uru		iso639-3
urf		Uradhi		iso639-3
urg		Urigina		iso639-3
urh		Urhobo		iso639-3
uri		Urim		iso639-3
urk		Urak Lawoi'		iso639-3
url		Urali		iso639-3
urm		Urapmin		iso639-3
urn		Uruangnirin		iso639-3
uro		Ura (Papua New Guinea)		iso639-3
urp		Uru-Pa-In		iso639-3
urr		Lehalurup		iso639-3
urt		Urat		iso639-3
uru		Urumi		iso639-3
urv		Uruava		iso639-3
urw		Sop		iso639-3
urx		Urimo		iso639-3
ury		Orya		iso639-3
urz		Uru-Eu-Wau-Wau		iso639-3
usa		Usarufa		iso639-3
ush		Ushojo		iso639-3
usi		Usui		iso639-3
usk		Usaghade		iso639-3
usp		Uspanteco		iso639-3
usu		Uya		iso639-3
uta		Otank		iso639-3
ute		Ute-Southern Paiute		iso639-3
utp		Amba (Solomon Islands)		iso639-3
utr		Etulo		iso639-3
utu		Utu		iso639-3
uum		Urum		iso639-3
uun		Kulon-Pazeh		iso639-3
uur		Ura (Vanuatu)		iso639-3
uuu		U		iso639-3
uve		West Uvean		iso639-3
uvh		Uri		iso639-3
uvl		Lote		iso639-3
uwa		Kuku-Uwanh		iso639-3
uya		Doko-Uyanga		iso639-3
uzn		Northern Uzbek	O’zbek	iso639-3, ethnologue
uzs		Southern Uzbek		iso639-3
vaa		Vaagri Booli		iso639-3
vae		Vale		iso639-3
vaf		Vafsi		iso639-3
vag		Vagla		iso639-3
vah		Varhadi-Nagpuri		iso639-3
vai		Vai	ꕙꔤ	cldr
vaj		Sekele		iso639-3
val		Vehes		iso639-3
vam		Vanimo		iso639-3
van		Valman		iso639-3
vao		Vao		iso639-3
vap		Vaiphei		iso639-3
var		Huarijio		iso639-3
vas		Vasavi		iso639-3
vau		Vanuma		iso639-3
vav		Varli		iso639-3
vay		Wayu		iso639-3
vbb		Southeast Babar		iso639-3
vbk		Southwestern Bontok		iso639-3
vec		Venetian	Veneto	cldr, ethnologue
ved		Veddah		iso639-3
vel		Veluws		iso639-3
vem		Vemgo-Mabas		iso639-3
veo		Ventureño		iso639-3
vep		Veps		cldr
ver		Mom Jango		iso639-3
vgr		Vaghri		iso639-3
vgt		Vlaamse Gebarentaal		iso639-3
vic		Virgin Islands Creole English		iso639-3
vid		Vidunda		iso639-3
vif		Vili		iso639-3
vig		Viemo		iso639-3
vil		Vilela		iso639-3
vin		Vinza		iso639-3
vis		Vishavan		iso639-3
vit		Viti		iso639-3
viv		Iduna		iso639-3
vka		Kariyarra		iso639-3
vki		Ija-Zuba		iso639-3
vkj		Kujarge		iso639-3
vkk		Kaur		iso639-3
vkl		Kulisusu		iso639-3
vkm		Kamakan		iso639-3
vko		Kodeoha		iso639-3
vkp		Korlai Creole Portuguese		iso639-3
vkt		Tenggarong Kutai Malay		iso639-3
vku		Kurrama		iso639-3
vlp		Valpei		iso639-3
vls		West Flemish		cldr
vma		Martuyhunira		iso639-3
vmb		Barbaram		iso639-3
vmc		Juxtlahuaca Mixtec		iso639-3
vmd		Mudu Koraga		iso639-3
vme		East Masela		iso639-3
vmf		Main-Franconian	Mainfränkisch, Ostfränkisch	cldr, ethnologue
vmg		Lungalunga		iso639-3
vmh		Maraghei		iso639-3
vmi		Miwa		iso639-3
vmj		Ixtayutla Mixtec	Tu’un savi	iso639-3, ethnologue
vmk		Makhuwa-Shirima		iso639-3
vml		Malgana		iso639-3
vmm		Mitlatongo Mixtec	Jnu’u lavi	iso639-3, ethnologue
vmp		Soyaltepec Mazatec	En naxijen	iso639-3, ethnologue
vmq		Soyaltepec Mixtec		iso639-3
vmr		Marenje		iso639-3
vms		Moksela		iso639-3
vmu		Muluridyi		iso639-3
vmv		Valley Maidu		iso639-3
vmw		Makhuwa		iso639-3
vmx		Tamazola Mixtec		iso639-3
vmy		Ayautla Mazatec	Enre naxinanda nguifi	iso639-3, ethnologue
vmz		Mazatlán Mazatec	Ienra naxinandana nnandia	iso639-3, ethnologue
vnk		Vano		iso639-3
vnm		Vinmavis		iso639-3
vnp		Vunapu		iso639-3
vor		Voro		iso639-3
vot		Votic		cldr
vra		Vera'a		iso639-3
vro		Võro	Võro kiil	cldr, ethnologue
vrs		Varisi		iso639-3
vrt		Burmbar		iso639-3
vsi		Moldova Sign Language		iso639-3
vsl		Venezuelan Sign Language		iso639-3
vsv		Valencian Sign Language		iso639-3
vto		Vitou		iso639-3
vum		Vumbu		iso639-3
vun		Vunjo	Kyivunjo	cldr
vut		Vute		iso639-3
vwa		Awa (China)		iso639-3
waa		Walla Walla		iso639-3
wab		Wab		iso639-3
wac		Wasco-Wishram		iso639-3
wad		Wandamen		iso639-3
wae		Walser	Walser	cldr
waf		Wakoná		iso639-3
wag		Wa'ema		iso639-3
wah		Watubela		iso639-3
wai		Wares		iso639-3
waj		Waffa		iso639-3
wal		Wolaytta	ወላይታቱ	cldr
wam		Wampanoag	Wôpanâak	iso639-3, ethnologue
wan		Wan		iso639-3
wao		Wappo		iso639-3
wap		Wapishana		iso639-3
waq		Wageman		iso639-3
war		Waray		cldr
was		Washo		cldr
wat		Kaninuwa		iso639-3
wau		Waurá		iso639-3
wav		Waka		iso639-3
waw		Waiwai		iso639-3
wax		Watam		iso639-3
way		Wayana		iso639-3
waz		Wampur		iso639-3
wba		Warao		iso639-3
wbb		Wabo		iso639-3
wbe		Waritai		iso639-3
wbf		Wara		iso639-3
wbh		Wanda		iso639-3
wbi		Vwanji	Bavwanji	iso639-3, ethnologue
wbj		Alagwa	Alagwa, Alagwaisa	iso639-3, ethnologue
wbk		Waigali		iso639-3
wbl		Wakhi	Khik, Khikwar	iso639-3, ethnologue
wbm		Wa		iso639-3
wbp		Warlpiri	Warlpiri	cldr
wbq		Waddar		iso639-3
wbr		Wagdi		iso639-3
wbs		West Bengal Sign Language		iso639-3
wbt		Wanman		iso639-3
wbv		Wajarri		iso639-3
wbw		Woi		iso639-3
wca		Yanomámi		iso639-3
wci		Waci Gbe		iso639-3
wdd		Wandji		iso639-3
wdg		Wadaginam		iso639-3
wdj		Wadjiginy		iso639-3
wdk		Wadikali		iso639-3
wdu		Wadjigu		iso639-3
wdy		Wadjabangayi		iso639-3
wea		Wewaw		iso639-3
wec		Wè Western	Wèè	iso639-3, ethnologue
wed		Wedau		iso639-3
weg		Wergaia		iso639-3
weh		Weh		iso639-3
wei		Kiunum		iso639-3
wem		Weme Gbe		iso639-3
weo		Wemale		iso639-3
wep		Westphalien		iso639-3
wer		Weri		iso639-3
wes		Cameroon Pidgin	Pidgin	iso639-3, ethnologue
wet		Perai		iso639-3
weu		Rawngtu Chin		iso639-3
wew		Wejewa		iso639-3
wfg		Yafi		iso639-3
wga		Wagaya		iso639-3
wgb		Wagawaga		iso639-3
wgg		Wangganguru		iso639-3
wgi		Wahgi		iso639-3
wgo		Waigeo		iso639-3
wgu		Wirangu		iso639-3
wgy		Warrgamay		iso639-3
wha		Sou Upaa		iso639-3
whg		North Wahgi		iso639-3
whk		Wahau Kenyah		iso639-3
whu		Wahau Kayan		iso639-3
wib		Southern Toussian		iso639-3
wic		Wichita		iso639-3
wie		Wik-Epa		iso639-3
wif		Wik-Keyangan		iso639-3
wig		Wik-Ngathana		iso639-3
wih		Wik-Me'anha		iso639-3
wii		Minidien		iso639-3
wij		Wik-Iiyanh		iso639-3
wik		Wikalkan		iso639-3
wil		Wilawila		iso639-3
wim		Wik-Mungkan		iso639-3
win		Ho-Chunk		iso639-3
wir		Wiraféd		iso639-3
wiu		Wiru		iso639-3
wiv		Vitu		iso639-3
wiy		Wiyot		iso639-3
wja		Waja		iso639-3
wji		Warji		iso639-3
wka		Kw'adza		iso639-3
wkb		Kumbaran		iso639-3
wkd		Wakde		iso639-3
wkl		Kalanadi		iso639-3
wku		Kunduvadi		iso639-3
wkw		Wakawaka		iso639-3
wky		Wangkayutyuru		iso639-3
wla		Walio		iso639-3
wlc		Mwali Comorian		iso639-3
wle		Wolane		iso639-3
wlg		Kunbarlang		iso639-3
wli		Waioli		iso639-3
wlk		Wailaki		iso639-3
wll		Wali (Sudan)		iso639-3
wlm		Middle Welsh		iso639-3
wlo		Wolio		iso639-3
wlr		Wailapa		iso639-3
wls		Wallisian		iso639-3
wlu		Wuliwuli		iso639-3
wlv		Wichí Lhamtés Vejoz		iso639-3
wlw		Walak		iso639-3
wlx		Wali (Ghana)		iso639-3
wly		Waling		iso639-3
wma		Mawa (Nigeria)		iso639-3
wmb		Wambaya		iso639-3
wmc		Wamas		iso639-3
wmd		Mamaindé	Mamainsahai’gidu	iso639-3, ethnologue
wme		Wambule		iso639-3
wmh		Waima'a		iso639-3
wmi		Wamin		iso639-3
wmm		Maiwa (Indonesia)		iso639-3
wmn		Waamwang		iso639-3
wmo		Wom (Papua New Guinea)		iso639-3
wms		Wambon		iso639-3
wmt		Walmajarri		iso639-3
wmw		Mwani		iso639-3
wmx		Womo		iso639-3
wnb		Wanambre		iso639-3
wnc		Wantoat		iso639-3
wnd		Wandarang		iso639-3
wne		Waneci		iso639-3
wng		Wanggom		iso639-3
wni		Ndzwani Comorian	Shindzwani	iso639-3, ethnologue
wnk		Wanukaka		iso639-3
wnm		Wanggamala		iso639-3
wnn		Wunumara		iso639-3
wno		Wano	Wano	iso639-3, ethnologue
wnp		Wanap		iso639-3
wnu		Usan		iso639-3
wnw		Wintu		iso639-3
wny		Wanyi		iso639-3
woa		Tyaraity		iso639-3
wob		Wè Northern		iso639-3
woc		Wogeo		iso639-3
yar		Yabarana		iso639-3
zul	zu	Zulu	isiZulu	cldr
zha	za	Zhuang		cldr
xho	xh	Xhosa	isiXhosa	cldr
yor	yo	Yoruba	Èdè Yorùbá	cldr
yid	yi	Yiddish	ייִדיש	cldr
wom		Wom (Nigeria)		iso639-3
won		Wongo		iso639-3
woo		Manombai		iso639-3
wor		Woria		iso639-3
wos		Hanga Hundi		iso639-3
wow		Wawonii		iso639-3
woy		Weyto		iso639-3
wpc		Maco		iso639-3
wra		Warapu		iso639-3
wrb		Warluwara		iso639-3
wrd		Warduji		iso639-3
wrg		Warungu		iso639-3
wrh		Wiradhuri		iso639-3
wri		Wariyangga		iso639-3
wrk		Garrwa	Karrwa	iso639-3, ethnologue
wrl		Warlmanpa		iso639-3
wrm		Warumungu		iso639-3
wrn		Warnang		iso639-3
wro		Worrorra		iso639-3
wrp		Waropen		iso639-3
wrr		Wardaman		iso639-3
wrs		Waris		iso639-3
wru		Waru		iso639-3
wrv		Waruna		iso639-3
wrw		Gugu Warra		iso639-3
wrx		Wae Rana		iso639-3
wry		Merwari		iso639-3
wrz		Waray (Australia)		iso639-3
wsa		Warembori		iso639-3
wsg		Adilabad Gondi		iso639-3
wsi		Wusi		iso639-3
wsk		Waskia		iso639-3
wsr		Owenia		iso639-3
wss		Wasa		iso639-3
wsu		Wasu		iso639-3
wsv		Wotapuri-Katarqalai		iso639-3
wtf		Watiwa		iso639-3
wth		Wathawurrung		iso639-3
wti		Berta	Rotana	iso639-3, ethnologue
wtk		Watakataui		iso639-3
wtm		Mewati		iso639-3
wtw		Wotu		iso639-3
wua		Wikngenchera		iso639-3
wub		Wunambal		iso639-3
wud		Wudu		iso639-3
wuh		Wutunhua		iso639-3
wul		Silimo		iso639-3
wum		Wumbvu		iso639-3
wun		Bungu		iso639-3
wur		Wurrugu		iso639-3
wut		Wutung		iso639-3
wuu		Wu Chinese		cldr
wuv		Wuvulu-Aua		iso639-3
wux		Wulna		iso639-3
wuy		Wauyai		iso639-3
wwa		Waama		iso639-3
wwb		Wakabunga		iso639-3
wwo		Wetamut		iso639-3
wwr		Warrwa		iso639-3
www		Wawa		iso639-3
wxa		Waxianghua		iso639-3
wxw		Wardandi		iso639-3
wya		Wyandot		iso639-3
wyb		Wangaaybuwan-Ngiyambaa		iso639-3
wyi		Woiwurrung		iso639-3
wym		Wymysorys		iso639-3
wyr		Wayoró		iso639-3
wyy		Western Fijian		iso639-3
xaa		Andalusian Arabic		iso639-3
xab		Sambe		iso639-3
xac		Kachari		iso639-3
xad		Adai		iso639-3
xae		Aequian		iso639-3
xag		Aghwan		iso639-3
xai		Kaimbé		iso639-3
xaj		Ararandewára		iso639-3
xak		Máku		iso639-3
xal		Kalmyk	хальмг‎ (Xaľmg), хальмг келн‎ (Xaľmg keln)	cldr, ethnologue
xam		/Xam		iso639-3
xan		Xamtanga		iso639-3
xao		Khao		iso639-3
xap		Apalachee		iso639-3
xaq		Aquitanian		iso639-3
xar		Karami		iso639-3
xas		Kamas		iso639-3
xat		Katawixi		iso639-3
xau		Kauwera		iso639-3
xav		Xavánte		iso639-3
xaw		Kawaiisu		iso639-3
xay		Kayan Mahakam		iso639-3
xbb		Lower Burdekin		iso639-3
xbc		Bactrian		iso639-3
xbd		Bindal		iso639-3
xbe		Bigambal		iso639-3
xbg		Bunganditj		iso639-3
xbi		Kombio	Akwun	iso639-3, ethnologue
xbj		Birrpayi		iso639-3
xbm		Middle Breton		iso639-3
xbn		Kenaboi		iso639-3
xbo		Bolgarian		iso639-3
xbp		Bibbulman		iso639-3
xbr		Kambera		iso639-3
xbw		Kambiwá		iso639-3
xby		Batyala		iso639-3
xcb		Cumbric		iso639-3
xcc		Camunic		iso639-3
xce		Celtiberian		iso639-3
xcg		Cisalpine Gaulish		iso639-3
xch		Chemakum		iso639-3
xcl		Classical Armenian		iso639-3
xcm		Comecrudo		iso639-3
xcn		Cotoname		iso639-3
xco		Chorasmian		iso639-3
xcr		Carian		iso639-3
xct		Classical Tibetan		iso639-3
xcu		Curonian		iso639-3
xcv		Chuvantsy		iso639-3
xcw		Coahuilteco		iso639-3
xcy		Cayuse		iso639-3
xda		Darkinyung		iso639-3
xdc		Dacian		iso639-3
xdk		Dharuk		iso639-3
xdm		Edomite		iso639-3
xdo		Kwandu	Kwandu, Olukwandu	iso639-3, ethnologue
xdy		Malayic Dayak		iso639-3
xeb		Eblan		iso639-3
xed		Hdi		iso639-3
xeg		//Xegwi		iso639-3
xel		Kelo		iso639-3
xem		Kembayan		iso639-3
xep		Epi-Olmec		iso639-3
xer		Xerénte		iso639-3
xes		Kesawai		iso639-3
xet		Xetá		iso639-3
xeu		Keoru-Ahia		iso639-3
xfa		Faliscan		iso639-3
xga		Galatian		iso639-3
xgb		Gbin		iso639-3
xgd		Gudang		iso639-3
xgf		Gabrielino-Fernandeño		iso639-3
xgg		Goreng		iso639-3
xgi		Garingbal		iso639-3
xgl		Galindan		iso639-3
xgm		Dharumbal		iso639-3
xgr		Garza		iso639-3
xgu		Unggumi		iso639-3
xgw		Guwa		iso639-3
xha		Harami		iso639-3
xhc		Hunnic		iso639-3
xhd		Hadrami		iso639-3
xhe		Khetrani		iso639-3
xhr		Hernican		iso639-3
xht		Hattic		iso639-3
xhu		Hurrian		iso639-3
xhv		Khua		iso639-3
xib		Iberian		iso639-3
xii		Xiri		iso639-3
xil		Illyrian		iso639-3
xin		Xinca		iso639-3
xir		Xiriâna		iso639-3
xis		Kisan		iso639-3
xiv		Indus Valley Language		iso639-3
xiy		Xipaya		iso639-3
xjb		Minjungbal		iso639-3
xjt		Jaitmatang		iso639-3
xka		Kalkoti		iso639-3
xkb		Northern Nago		iso639-3
xkc		Kho'ini		iso639-3
xkd		Mendalam Kayan		iso639-3
xke		Kereho		iso639-3
xkf		Khengkha		iso639-3
xkg		Kagoro		iso639-3
xki		Kenyan Sign Language		iso639-3
xkj		Kajali		iso639-3
xkk		Kaco'		iso639-3
xkl		Mainstream Kenyah		iso639-3
xkn		Kayan River Kayan		iso639-3
xko		Kiorr		iso639-3
xkp		Kabatei		iso639-3
xkq		Koroni		iso639-3
xkr		Xakriabá		iso639-3
xks		Kumbewaha		iso639-3
xkt		Kantosi		iso639-3
xku		Kaamba		iso639-3
xkv		Kgalagadi		iso639-3
xkw		Kembra		iso639-3
xkx		Karore		iso639-3
xky		Uma' Lasan		iso639-3
xkz		Kurtokha		iso639-3
xla		Kamula		iso639-3
xlb		Loup B		iso639-3
xlc		Lycian		iso639-3
xld		Lydian		iso639-3
xle		Lemnian		iso639-3
xlg		Ligurian (Ancient)		iso639-3
xli		Liburnian		iso639-3
xln		Alanic		iso639-3
xlo		Loup A		iso639-3
xlp		Lepontic		iso639-3
xls		Lusitanian		iso639-3
xlu		Cuneiform Luwian		iso639-3
xly		Elymian		iso639-3
xma		Mushungulu		iso639-3
xmb		Mbonga		iso639-3
xmc		Makhuwa-Marrevone		iso639-3
xmd		Mbudum		iso639-3
xme		Median		iso639-3
xmf		Mingrelian		cldr
xmg		Mengaka		iso639-3
xmh		Kuku-Muminh		iso639-3
xmj		Majera		iso639-3
xmk		Ancient Macedonian		iso639-3
xml		Malaysian Sign Language		iso639-3
xmm		Manado Malay	Bahasa Manado	iso639-3, ethnologue
xmn		Manichaean Middle Persian		iso639-3
xmo		Morerebi		iso639-3
xmp		Kuku-Mu'inh		iso639-3
xmq		Kuku-Mangk		iso639-3
xmr		Meroitic		iso639-3
xms		Moroccan Sign Language		iso639-3
xmt		Matbat		iso639-3
xmu		Kamu		iso639-3
xmv		Antankarana Malagasy		iso639-3
xmw		Tsimihety Malagasy		iso639-3
xmx		Maden		iso639-3
xmy		Mayaguduna		iso639-3
xmz		Mori Bawah		iso639-3
xna		Ancient North Arabian		iso639-3
xnb		Kanakanabu		iso639-3
xng		Middle Mongolian		iso639-3
xnh		Kuanhua		iso639-3
xni		Ngarigu		iso639-3
xnk		Nganakarti		iso639-3
xnn		Northern Kankanay		iso639-3
xno		Anglo-Norman		iso639-3
xnr		Kangri		iso639-3
xns		Kanashi		iso639-3
xnt		Narragansett		iso639-3
xnu		Nukunul		iso639-3
xny		Nyiyaparli		iso639-3
xnz		Kenzi		iso639-3
xoc		O'chi'chi'		iso639-3
xod		Kokoda		iso639-3
xog		Soga	Olusoga	cldr
xoi		Kominimung		iso639-3
xok		Xokleng		iso639-3
xom		Komo (Sudan)	Tta Komo	iso639-3, ethnologue
xon		Konkomba	Likpakpaanl	iso639-3, ethnologue
xoo		Xukurú		iso639-3
xop		Kopar		iso639-3
xor		Korubo		iso639-3
xow		Kowaki		iso639-3
xpa		Pirriya		iso639-3
xpc		Pecheneg		iso639-3
xpe		Liberia Kpelle		iso639-3
xpg		Phrygian		iso639-3
xpi		Pictish		iso639-3
xpj		Mpalitjanh		iso639-3
xpk		Kulina Pano		iso639-3
xpm		Pumpokol		iso639-3
xpn		Kapinawá		iso639-3
xpo		Pochutec		iso639-3
xpp		Puyo-Paekche		iso639-3
xpq		Mohegan-Pequot		iso639-3
xpr		Parthian		iso639-3
xps		Pisidian		iso639-3
xpt		Punthamara		iso639-3
xpu		Punic		iso639-3
xpy		Puyo		iso639-3
xqa		Karakhanid		iso639-3
xqt		Qatabanian		iso639-3
xra		Krahô		iso639-3
xrb		Eastern Karaboro		iso639-3
xrd		Gundungurra		iso639-3
xre		Kreye		iso639-3
xrg		Minang		iso639-3
xri		Krikati-Timbira		iso639-3
xrm		Armazic		iso639-3
xrn		Arin		iso639-3
xrq		Karranga		iso639-3
xrr		Raetic		iso639-3
xrt		Aranama-Tamique		iso639-3
xru		Marriammu		iso639-3
xrw		Karawa		iso639-3
xsa		Sabaean		iso639-3
xsb		Sambal	Sambalì	iso639-3, ethnologue
xsc		Scythian		iso639-3
xsd		Sidetic		iso639-3
xse		Sempan		iso639-3
xsh		Shamang		iso639-3
xsi		Sio		iso639-3
xsl		South Slavey	Deh Gáh Ghotie Zhatie	iso639-3, ethnologue
xsm		Kasem	Kasem	iso639-3, ethnologue
xsn		Sanga (Nigeria)		iso639-3
xso		Solano		iso639-3
xsp		Silopi		iso639-3
xsq		Makhuwa-Saka		iso639-3
xsr		Sherpa		iso639-3
xss		Assan		iso639-3
xsu		Sanumá		iso639-3
xsv		Sudovian		iso639-3
xsy		Saisiyat		iso639-3
xta		Alcozauca Mixtec		iso639-3
xtb		Chazumba Mixtec		iso639-3
xtc		Katcha-Kadugli-Miri		iso639-3
xtd		Diuxi-Tilantongo Mixtec	Tnu’un dau	iso639-3, ethnologue
xte		Ketengban		iso639-3
xtg		Transalpine Gaulish		iso639-3
xth		Yitha Yitha		iso639-3
xti		Sinicahua Mixtec	Tu’un savi	iso639-3, ethnologue
xtj		San Juan Teita Mixtec	Dañudavi	iso639-3, ethnologue
xtl		Tijaltepec Mixtec	Tu’un savi	iso639-3, ethnologue
xtm		Magdalena Peñasco Mixtec		iso639-3
xtn		Northern Tlaxiaco Mixtec	Sa’an nda’u, Sa’an savi	iso639-3, ethnologue
